year,Industry,Value
Mar-97,"Agriculture, forestry & fishing",464000
Jun-97,"Agriculture, forestry & fishing",499000
Sep-97,"Agriculture, forestry & fishing",516000
Dec-97,"Agriculture, forestry & fishing",480000
Mar-98,"Agriculture, forestry & fishing",468000
Jun-98,"Agriculture, forestry & fishing",476000
Sep-98,"Agriculture, forestry & fishing",463000
Dec-98,"Agriculture, forestry & fishing",424000
Mar-99,"Agriculture, forestry & fishing",422000
Jun-99,"Agriculture, forestry & fishing",425000
Sep-99,"Agriculture, forestry & fishing",436000
Dec-99,"Agriculture, forestry & fishing",400000
Mar-00,"Agriculture, forestry & fishing",390000
Jun-00,"Agriculture, forestry & fishing",399000
Sep-00,"Agriculture, forestry & fishing",399000
Dec-00,"Agriculture, forestry & fishing",376000
Mar-01,"Agriculture, forestry & fishing",356000
Jun-01,"Agriculture, forestry & fishing",361000
Sep-01,"Agriculture, forestry & fishing",371000
Dec-01,"Agriculture, forestry & fishing",363000
Mar-02,"Agriculture, forestry & fishing",368000
Jun-02,"Agriculture, forestry & fishing",363000
Sep-02,"Agriculture, forestry & fishing",354000
Dec-02,"Agriculture, forestry & fishing",336000
Mar-03,"Agriculture, forestry & fishing",337000
Jun-03,"Agriculture, forestry & fishing",347000
Sep-03,"Agriculture, forestry & fishing",371000
Dec-03,"Agriculture, forestry & fishing",371000
Mar-04,"Agriculture, forestry & fishing",356000
Jun-04,"Agriculture, forestry & fishing",356000
Sep-04,"Agriculture, forestry & fishing",373000
Dec-04,"Agriculture, forestry & fishing",374000
Mar-05,"Agriculture, forestry & fishing",396000
Jun-05,"Agriculture, forestry & fishing",387000
Sep-05,"Agriculture, forestry & fishing",386000
Dec-05,"Agriculture, forestry & fishing",386000
Mar-06,"Agriculture, forestry & fishing",373000
Jun-06,"Agriculture, forestry & fishing",379000
Sep-06,"Agriculture, forestry & fishing",378000
Dec-06,"Agriculture, forestry & fishing",387000
Mar-07,"Agriculture, forestry & fishing",375000
Jun-07,"Agriculture, forestry & fishing",374000
Sep-07,"Agriculture, forestry & fishing",381000
Dec-07,"Agriculture, forestry & fishing",376000
Mar-08,"Agriculture, forestry & fishing",386000
Jun-08,"Agriculture, forestry & fishing",399000
Sep-08,"Agriculture, forestry & fishing",392000
Dec-08,"Agriculture, forestry & fishing",388000
Mar-09,"Agriculture, forestry & fishing",383000
Jun-09,"Agriculture, forestry & fishing",388000
Sep-09,"Agriculture, forestry & fishing",401000
Dec-09,"Agriculture, forestry & fishing",381000
Mar-10,"Agriculture, forestry & fishing",397000
Jun-10,"Agriculture, forestry & fishing",418000
Sep-10,"Agriculture, forestry & fishing",412000
Dec-10,"Agriculture, forestry & fishing",439000
Mar-11,"Agriculture, forestry & fishing",402000
Jun-11,"Agriculture, forestry & fishing",403000
Sep-11,"Agriculture, forestry & fishing",436000
Dec-11,"Agriculture, forestry & fishing",434000
Mar-12,"Agriculture, forestry & fishing",428000
Jun-12,"Agriculture, forestry & fishing",425000
Sep-12,"Agriculture, forestry & fishing",406000
Dec-12,"Agriculture, forestry & fishing",380000
Mar-13,"Agriculture, forestry & fishing",372000
Jun-13,"Agriculture, forestry & fishing",379000
Sep-13,"Agriculture, forestry & fishing",375000
Dec-13,"Agriculture, forestry & fishing",414000
Mar-14,"Agriculture, forestry & fishing",447000
Jun-14,"Agriculture, forestry & fishing",436000
Sep-14,"Agriculture, forestry & fishing",444000
Dec-14,"Agriculture, forestry & fishing",420000
Mar-15,"Agriculture, forestry & fishing",391000
Jun-15,"Agriculture, forestry & fishing",387000
Sep-15,"Agriculture, forestry & fishing",428000
Dec-15,"Agriculture, forestry & fishing",417000
Mar-16,"Agriculture, forestry & fishing",402000
Jun-16,"Agriculture, forestry & fishing",383000
Sep-16,"Agriculture, forestry & fishing",404000
Dec-16,"Agriculture, forestry & fishing",414000
Mar-17,"Agriculture, forestry & fishing",420000
Jun-17,"Agriculture, forestry & fishing",405000
Sep-17,"Agriculture, forestry & fishing",417000
Dec-17,"Agriculture, forestry & fishing",420000
Mar-18,"Agriculture, forestry & fishing",412000
Jun-18,"Agriculture, forestry & fishing",407000
Sep-18,"Agriculture, forestry & fishing",412000
Dec-18,"Agriculture, forestry & fishing",381000
Mar-19,"Agriculture, forestry & fishing",387000
Jun-19,"Agriculture, forestry & fishing",398000
Sep-19,"Agriculture, forestry & fishing",405000
Dec-19,"Agriculture, forestry & fishing",407000
Mar-20,"Agriculture, forestry & fishing",381000
Jun-20,"Agriculture, forestry & fishing",375000
Sep-20,"Agriculture, forestry & fishing",415000
Dec-20,"Agriculture, forestry & fishing",370000
Mar-21,"Agriculture, forestry & fishing",368000
Jun-21,"Agriculture, forestry & fishing",358000
Sep-21,"Agriculture, forestry & fishing",367000
Dec-21,"Agriculture, forestry & fishing",343000
Mar-97,Mining & quarrying,81000
Jun-97,Mining & quarrying,81000
Sep-97,Mining & quarrying,79000
Dec-97,Mining & quarrying,78000
Mar-98,Mining & quarrying,78000
Jun-98,Mining & quarrying,76000
Sep-98,Mining & quarrying,76000
Dec-98,Mining & quarrying,78000
Mar-99,Mining & quarrying,77000
Jun-99,Mining & quarrying,76000
Sep-99,Mining & quarrying,76000
Dec-99,Mining & quarrying,75000
Mar-00,Mining & quarrying,76000
Jun-00,Mining & quarrying,78000
Sep-00,Mining & quarrying,76000
Dec-00,Mining & quarrying,75000
Mar-01,Mining & quarrying,76000
Jun-01,Mining & quarrying,75000
Sep-01,Mining & quarrying,76000
Dec-01,Mining & quarrying,74000
Mar-02,Mining & quarrying,74000
Jun-02,Mining & quarrying,70000
Sep-02,Mining & quarrying,67000
Dec-02,Mining & quarrying,64000
Mar-03,Mining & quarrying,63000
Jun-03,Mining & quarrying,61000
Sep-03,Mining & quarrying,61000
Dec-03,Mining & quarrying,60000
Mar-04,Mining & quarrying,57000
Jun-04,Mining & quarrying,58000
Sep-04,Mining & quarrying,62000
Dec-04,Mining & quarrying,59000
Mar-05,Mining & quarrying,58000
Jun-05,Mining & quarrying,59000
Sep-05,Mining & quarrying,60000
Dec-05,Mining & quarrying,61000
Mar-06,Mining & quarrying,58000
Jun-06,Mining & quarrying,63000
Sep-06,Mining & quarrying,69000
Dec-06,Mining & quarrying,66000
Mar-07,Mining & quarrying,66000
Jun-07,Mining & quarrying,69000
Sep-07,Mining & quarrying,70000
Dec-07,Mining & quarrying,67000
Mar-08,Mining & quarrying,67000
Jun-08,Mining & quarrying,67000
Sep-08,Mining & quarrying,66000
Dec-08,Mining & quarrying,59000
Mar-09,Mining & quarrying,66000
Jun-09,Mining & quarrying,61000
Sep-09,Mining & quarrying,64000
Dec-09,Mining & quarrying,62000
Mar-10,Mining & quarrying,61000
Jun-10,Mining & quarrying,61000
Sep-10,Mining & quarrying,65000
Dec-10,Mining & quarrying,64000
Mar-11,Mining & quarrying,62000
Jun-11,Mining & quarrying,61000
Sep-11,Mining & quarrying,65000
Dec-11,Mining & quarrying,67000
Mar-12,Mining & quarrying,73000
Jun-12,Mining & quarrying,78000
Sep-12,Mining & quarrying,78000
Dec-12,Mining & quarrying,72000
Mar-13,Mining & quarrying,71000
Jun-13,Mining & quarrying,69000
Sep-13,Mining & quarrying,68000
Dec-13,Mining & quarrying,71000
Mar-14,Mining & quarrying,67000
Jun-14,Mining & quarrying,66000
Sep-14,Mining & quarrying,68000
Dec-14,Mining & quarrying,69000
Mar-15,Mining & quarrying,75000
Jun-15,Mining & quarrying,74000
Sep-15,Mining & quarrying,67000
Dec-15,Mining & quarrying,65000
Mar-16,Mining & quarrying,64000
Jun-16,Mining & quarrying,62000
Sep-16,Mining & quarrying,62000
Dec-16,Mining & quarrying,60000
Mar-17,Mining & quarrying,57000
Jun-17,Mining & quarrying,59000
Sep-17,Mining & quarrying,57000
Dec-17,Mining & quarrying,59000
Mar-18,Mining & quarrying,62000
Jun-18,Mining & quarrying,63000
Sep-18,Mining & quarrying,61000
Dec-18,Mining & quarrying,59000
Mar-19,Mining & quarrying,62000
Jun-19,Mining & quarrying,61000
Sep-19,Mining & quarrying,61000
Dec-19,Mining & quarrying,62000
Mar-20,Mining & quarrying,68000
Jun-20,Mining & quarrying,61000
Sep-20,Mining & quarrying,54000
Dec-20,Mining & quarrying,55000
Mar-21,Mining & quarrying,58000
Jun-21,Mining & quarrying,60000
Sep-21,Mining & quarrying,60000
Dec-21,Mining & quarrying,57000
Mar-97,Manufacturing,4249000
Jun-97,Manufacturing,4280000
Sep-97,Manufacturing,4284000
Dec-97,Manufacturing,4309000
Mar-98,Manufacturing,4303000
Jun-98,Manufacturing,4295000
Sep-98,Manufacturing,4303000
Dec-98,Manufacturing,4238000
Mar-99,Manufacturing,4163000
Jun-99,Manufacturing,4124000
Sep-99,Manufacturing,4108000
Dec-99,Manufacturing,4089000
Mar-00,Manufacturing,4043000
Jun-00,Manufacturing,4000000
Sep-00,Manufacturing,3966000
Dec-00,Manufacturing,3906000
Mar-01,Manufacturing,3875000
Jun-01,Manufacturing,3830000
Sep-01,Manufacturing,3780000
Dec-01,Manufacturing,3727000
Mar-02,Manufacturing,3673000
Jun-02,Manufacturing,3635000
Sep-02,Manufacturing,3588000
Dec-02,Manufacturing,3536000
Mar-03,Manufacturing,3495000
Jun-03,Manufacturing,3437000
Sep-03,Manufacturing,3408000
Dec-03,Manufacturing,3354000
Mar-04,Manufacturing,3313000
Jun-04,Manufacturing,3289000
Sep-04,Manufacturing,3241000
Dec-04,Manufacturing,3206000
Mar-05,Manufacturing,3172000
Jun-05,Manufacturing,3120000
Sep-05,Manufacturing,3102000
Dec-05,Manufacturing,3085000
Mar-06,Manufacturing,3040000
Jun-06,Manufacturing,3024000
Sep-06,Manufacturing,3021000
Dec-06,Manufacturing,2999000
Mar-07,Manufacturing,2985000
Jun-07,Manufacturing,2984000
Sep-07,Manufacturing,2976000
Dec-07,Manufacturing,2931000
Mar-08,Manufacturing,2905000
Jun-08,Manufacturing,2883000
Sep-08,Manufacturing,2851000
Dec-08,Manufacturing,2694000
Mar-09,Manufacturing,2686000
Jun-09,Manufacturing,2657000
Sep-09,Manufacturing,2642000
Dec-09,Manufacturing,2621000
Mar-10,Manufacturing,2570000
Jun-10,Manufacturing,2570000
Sep-10,Manufacturing,2568000
Dec-10,Manufacturing,2566000
Mar-11,Manufacturing,2560000
Jun-11,Manufacturing,2564000
Sep-11,Manufacturing,2569000
Dec-11,Manufacturing,2538000
Mar-12,Manufacturing,2579000
Jun-12,Manufacturing,2603000
Sep-12,Manufacturing,2589000
Dec-12,Manufacturing,2546000
Mar-13,Manufacturing,2546000
Jun-13,Manufacturing,2560000
Sep-13,Manufacturing,2578000
Dec-13,Manufacturing,2574000
Mar-14,Manufacturing,2581000
Jun-14,Manufacturing,2620000
Sep-14,Manufacturing,2643000
Dec-14,Manufacturing,2628000
Mar-15,Manufacturing,2650000
Jun-15,Manufacturing,2641000
Sep-15,Manufacturing,2623000
Dec-15,Manufacturing,2623000
Mar-16,Manufacturing,2637000
Jun-16,Manufacturing,2655000
Sep-16,Manufacturing,2628000
Dec-16,Manufacturing,2630000
Mar-17,Manufacturing,2650000
Jun-17,Manufacturing,2681000
Sep-17,Manufacturing,2694000
Dec-17,Manufacturing,2696000
Mar-18,Manufacturing,2697000
Jun-18,Manufacturing,2717000
Sep-18,Manufacturing,2701000
Dec-18,Manufacturing,2680000
Mar-19,Manufacturing,2704000
Jun-19,Manufacturing,2692000
Sep-19,Manufacturing,2693000
Dec-19,Manufacturing,2673000
Mar-20,Manufacturing,2680000
Jun-20,Manufacturing,2623000
Sep-20,Manufacturing,2569000
Dec-20,Manufacturing,2554000
Mar-21,Manufacturing,2533000
Jun-21,Manufacturing,2545000
Sep-21,Manufacturing,2532000
Dec-21,Manufacturing,2544000
Mar-97,"Electricity, gas, steam & air conditioning supply ",108000
Jun-97,"Electricity, gas, steam & air conditioning supply ",108000
Sep-97,"Electricity, gas, steam & air conditioning supply ",106000
Dec-97,"Electricity, gas, steam & air conditioning supply ",106000
Mar-98,"Electricity, gas, steam & air conditioning supply ",106000
Jun-98,"Electricity, gas, steam & air conditioning supply ",105000
Sep-98,"Electricity, gas, steam & air conditioning supply ",105000
Dec-98,"Electricity, gas, steam & air conditioning supply ",104000
Mar-99,"Electricity, gas, steam & air conditioning supply ",102000
Jun-99,"Electricity, gas, steam & air conditioning supply ",102000
Sep-99,"Electricity, gas, steam & air conditioning supply ",99000
Dec-99,"Electricity, gas, steam & air conditioning supply ",96000
Mar-00,"Electricity, gas, steam & air conditioning supply ",96000
Jun-00,"Electricity, gas, steam & air conditioning supply ",95000
Sep-00,"Electricity, gas, steam & air conditioning supply ",95000
Dec-00,"Electricity, gas, steam & air conditioning supply ",99000
Mar-01,"Electricity, gas, steam & air conditioning supply ",100000
Jun-01,"Electricity, gas, steam & air conditioning supply ",102000
Sep-01,"Electricity, gas, steam & air conditioning supply ",102000
Dec-01,"Electricity, gas, steam & air conditioning supply ",102000
Mar-02,"Electricity, gas, steam & air conditioning supply ",102000
Jun-02,"Electricity, gas, steam & air conditioning supply ",100000
Sep-02,"Electricity, gas, steam & air conditioning supply ",96000
Dec-02,"Electricity, gas, steam & air conditioning supply ",94000
Mar-03,"Electricity, gas, steam & air conditioning supply ",92000
Jun-03,"Electricity, gas, steam & air conditioning supply ",93000
Sep-03,"Electricity, gas, steam & air conditioning supply ",92000
Dec-03,"Electricity, gas, steam & air conditioning supply ",90000
Mar-04,"Electricity, gas, steam & air conditioning supply ",88000
Jun-04,"Electricity, gas, steam & air conditioning supply ",83000
Sep-04,"Electricity, gas, steam & air conditioning supply ",80000
Dec-04,"Electricity, gas, steam & air conditioning supply ",77000
Mar-05,"Electricity, gas, steam & air conditioning supply ",75000
Jun-05,"Electricity, gas, steam & air conditioning supply ",73000
Sep-05,"Electricity, gas, steam & air conditioning supply ",75000
Dec-05,"Electricity, gas, steam & air conditioning supply ",73000
Mar-06,"Electricity, gas, steam & air conditioning supply ",73000
Jun-06,"Electricity, gas, steam & air conditioning supply ",77000
Sep-06,"Electricity, gas, steam & air conditioning supply ",79000
Dec-06,"Electricity, gas, steam & air conditioning supply ",83000
Mar-07,"Electricity, gas, steam & air conditioning supply ",85000
Jun-07,"Electricity, gas, steam & air conditioning supply ",85000
Sep-07,"Electricity, gas, steam & air conditioning supply ",88000
Dec-07,"Electricity, gas, steam & air conditioning supply ",85000
Mar-08,"Electricity, gas, steam & air conditioning supply ",86000
Jun-08,"Electricity, gas, steam & air conditioning supply ",86000
Sep-08,"Electricity, gas, steam & air conditioning supply ",86000
Dec-08,"Electricity, gas, steam & air conditioning supply ",92000
Mar-09,"Electricity, gas, steam & air conditioning supply ",103000
Jun-09,"Electricity, gas, steam & air conditioning supply ",108000
Sep-09,"Electricity, gas, steam & air conditioning supply ",118000
Dec-09,"Electricity, gas, steam & air conditioning supply ",114000
Mar-10,"Electricity, gas, steam & air conditioning supply ",130000
Jun-10,"Electricity, gas, steam & air conditioning supply ",134000
Sep-10,"Electricity, gas, steam & air conditioning supply ",122000
Dec-10,"Electricity, gas, steam & air conditioning supply ",121000
Mar-11,"Electricity, gas, steam & air conditioning supply ",131000
Jun-11,"Electricity, gas, steam & air conditioning supply ",121000
Sep-11,"Electricity, gas, steam & air conditioning supply ",122000
Dec-11,"Electricity, gas, steam & air conditioning supply ",121000
Mar-12,"Electricity, gas, steam & air conditioning supply ",122000
Jun-12,"Electricity, gas, steam & air conditioning supply ",123000
Sep-12,"Electricity, gas, steam & air conditioning supply ",126000
Dec-12,"Electricity, gas, steam & air conditioning supply ",120000
Mar-13,"Electricity, gas, steam & air conditioning supply ",126000
Jun-13,"Electricity, gas, steam & air conditioning supply ",122000
Sep-13,"Electricity, gas, steam & air conditioning supply ",121000
Dec-13,"Electricity, gas, steam & air conditioning supply ",122000
Mar-14,"Electricity, gas, steam & air conditioning supply ",120000
Jun-14,"Electricity, gas, steam & air conditioning supply ",115000
Sep-14,"Electricity, gas, steam & air conditioning supply ",122000
Dec-14,"Electricity, gas, steam & air conditioning supply ",125000
Mar-15,"Electricity, gas, steam & air conditioning supply ",132000
Jun-15,"Electricity, gas, steam & air conditioning supply ",133000
Sep-15,"Electricity, gas, steam & air conditioning supply ",134000
Dec-15,"Electricity, gas, steam & air conditioning supply ",140000
Mar-16,"Electricity, gas, steam & air conditioning supply ",146000
Jun-16,"Electricity, gas, steam & air conditioning supply ",141000
Sep-16,"Electricity, gas, steam & air conditioning supply ",137000
Dec-16,"Electricity, gas, steam & air conditioning supply ",145000
Mar-17,"Electricity, gas, steam & air conditioning supply ",144000
Jun-17,"Electricity, gas, steam & air conditioning supply ",147000
Sep-17,"Electricity, gas, steam & air conditioning supply ",144000
Dec-17,"Electricity, gas, steam & air conditioning supply ",144000
Mar-18,"Electricity, gas, steam & air conditioning supply ",147000
Jun-18,"Electricity, gas, steam & air conditioning supply ",150000
Sep-18,"Electricity, gas, steam & air conditioning supply ",154000
Dec-18,"Electricity, gas, steam & air conditioning supply ",148000
Mar-19,"Electricity, gas, steam & air conditioning supply ",141000
Jun-19,"Electricity, gas, steam & air conditioning supply ",142000
Sep-19,"Electricity, gas, steam & air conditioning supply ",139000
Dec-19,"Electricity, gas, steam & air conditioning supply ",146000
Mar-20,"Electricity, gas, steam & air conditioning supply ",147000
Jun-20,"Electricity, gas, steam & air conditioning supply ",145000
Sep-20,"Electricity, gas, steam & air conditioning supply ",143000
Dec-20,"Electricity, gas, steam & air conditioning supply ",146000
Mar-21,"Electricity, gas, steam & air conditioning supply ",144000
Jun-21,"Electricity, gas, steam & air conditioning supply ",144000
Sep-21,"Electricity, gas, steam & air conditioning supply ",143000
Dec-21,"Electricity, gas, steam & air conditioning supply ",137000
Mar-97,"Water supply, sewerage, waste & remediation activities",162000
Jun-97,"Water supply, sewerage, waste & remediation activities",159000
Sep-97,"Water supply, sewerage, waste & remediation activities",161000
Dec-97,"Water supply, sewerage, waste & remediation activities",167000
Mar-98,"Water supply, sewerage, waste & remediation activities",163000
Jun-98,"Water supply, sewerage, waste & remediation activities",162000
Sep-98,"Water supply, sewerage, waste & remediation activities",164000
Dec-98,"Water supply, sewerage, waste & remediation activities",167000
Mar-99,"Water supply, sewerage, waste & remediation activities",164000
Jun-99,"Water supply, sewerage, waste & remediation activities",165000
Sep-99,"Water supply, sewerage, waste & remediation activities",163000
Dec-99,"Water supply, sewerage, waste & remediation activities",154000
Mar-00,"Water supply, sewerage, waste & remediation activities",157000
Jun-00,"Water supply, sewerage, waste & remediation activities",161000
Sep-00,"Water supply, sewerage, waste & remediation activities",164000
Dec-00,"Water supply, sewerage, waste & remediation activities",165000
Mar-01,"Water supply, sewerage, waste & remediation activities",169000
Jun-01,"Water supply, sewerage, waste & remediation activities",170000
Sep-01,"Water supply, sewerage, waste & remediation activities",174000
Dec-01,"Water supply, sewerage, waste & remediation activities",178000
Mar-02,"Water supply, sewerage, waste & remediation activities",168000
Jun-02,"Water supply, sewerage, waste & remediation activities",164000
Sep-02,"Water supply, sewerage, waste & remediation activities",161000
Dec-02,"Water supply, sewerage, waste & remediation activities",159000
Mar-03,"Water supply, sewerage, waste & remediation activities",155000
Jun-03,"Water supply, sewerage, waste & remediation activities",155000
Sep-03,"Water supply, sewerage, waste & remediation activities",159000
Dec-03,"Water supply, sewerage, waste & remediation activities",156000
Mar-04,"Water supply, sewerage, waste & remediation activities",155000
Jun-04,"Water supply, sewerage, waste & remediation activities",155000
Sep-04,"Water supply, sewerage, waste & remediation activities",155000
Dec-04,"Water supply, sewerage, waste & remediation activities",158000
Mar-05,"Water supply, sewerage, waste & remediation activities",160000
Jun-05,"Water supply, sewerage, waste & remediation activities",158000
Sep-05,"Water supply, sewerage, waste & remediation activities",158000
Dec-05,"Water supply, sewerage, waste & remediation activities",155000
Mar-06,"Water supply, sewerage, waste & remediation activities",159000
Jun-06,"Water supply, sewerage, waste & remediation activities",162000
Sep-06,"Water supply, sewerage, waste & remediation activities",162000
Dec-06,"Water supply, sewerage, waste & remediation activities",161000
Mar-07,"Water supply, sewerage, waste & remediation activities",160000
Jun-07,"Water supply, sewerage, waste & remediation activities",158000
Sep-07,"Water supply, sewerage, waste & remediation activities",157000
Dec-07,"Water supply, sewerage, waste & remediation activities",160000
Mar-08,"Water supply, sewerage, waste & remediation activities",165000
Jun-08,"Water supply, sewerage, waste & remediation activities",170000
Sep-08,"Water supply, sewerage, waste & remediation activities",174000
Dec-08,"Water supply, sewerage, waste & remediation activities",177000
Mar-09,"Water supply, sewerage, waste & remediation activities",178000
Jun-09,"Water supply, sewerage, waste & remediation activities",166000
Sep-09,"Water supply, sewerage, waste & remediation activities",168000
Dec-09,"Water supply, sewerage, waste & remediation activities",169000
Mar-10,"Water supply, sewerage, waste & remediation activities",173000
Jun-10,"Water supply, sewerage, waste & remediation activities",177000
Sep-10,"Water supply, sewerage, waste & remediation activities",180000
Dec-10,"Water supply, sewerage, waste & remediation activities",180000
Mar-11,"Water supply, sewerage, waste & remediation activities",190000
Jun-11,"Water supply, sewerage, waste & remediation activities",190000
Sep-11,"Water supply, sewerage, waste & remediation activities",187000
Dec-11,"Water supply, sewerage, waste & remediation activities",188000
Mar-12,"Water supply, sewerage, waste & remediation activities",191000
Jun-12,"Water supply, sewerage, waste & remediation activities",195000
Sep-12,"Water supply, sewerage, waste & remediation activities",194000
Dec-12,"Water supply, sewerage, waste & remediation activities",194000
Mar-13,"Water supply, sewerage, waste & remediation activities",196000
Jun-13,"Water supply, sewerage, waste & remediation activities",189000
Sep-13,"Water supply, sewerage, waste & remediation activities",193000
Dec-13,"Water supply, sewerage, waste & remediation activities",198000
Mar-14,"Water supply, sewerage, waste & remediation activities",196000
Jun-14,"Water supply, sewerage, waste & remediation activities",197000
Sep-14,"Water supply, sewerage, waste & remediation activities",195000
Dec-14,"Water supply, sewerage, waste & remediation activities",194000
Mar-15,"Water supply, sewerage, waste & remediation activities",195000
Jun-15,"Water supply, sewerage, waste & remediation activities",200000
Sep-15,"Water supply, sewerage, waste & remediation activities",201000
Dec-15,"Water supply, sewerage, waste & remediation activities",194000
Mar-16,"Water supply, sewerage, waste & remediation activities",201000
Jun-16,"Water supply, sewerage, waste & remediation activities",199000
Sep-16,"Water supply, sewerage, waste & remediation activities",207000
Dec-16,"Water supply, sewerage, waste & remediation activities",213000
Mar-17,"Water supply, sewerage, waste & remediation activities",216000
Jun-17,"Water supply, sewerage, waste & remediation activities",218000
Sep-17,"Water supply, sewerage, waste & remediation activities",221000
Dec-17,"Water supply, sewerage, waste & remediation activities",228000
Mar-18,"Water supply, sewerage, waste & remediation activities",226000
Jun-18,"Water supply, sewerage, waste & remediation activities",227000
Sep-18,"Water supply, sewerage, waste & remediation activities",227000
Dec-18,"Water supply, sewerage, waste & remediation activities",224000
Mar-19,"Water supply, sewerage, waste & remediation activities",228000
Jun-19,"Water supply, sewerage, waste & remediation activities",223000
Sep-19,"Water supply, sewerage, waste & remediation activities",220000
Dec-19,"Water supply, sewerage, waste & remediation activities",219000
Mar-20,"Water supply, sewerage, waste & remediation activities",219000
Jun-20,"Water supply, sewerage, waste & remediation activities",218000
Sep-20,"Water supply, sewerage, waste & remediation activities",223000
Dec-20,"Water supply, sewerage, waste & remediation activities",222000
Mar-21,"Water supply, sewerage, waste & remediation activities",217000
Jun-21,"Water supply, sewerage, waste & remediation activities",230000
Sep-21,"Water supply, sewerage, waste & remediation activities",235000
Dec-21,"Water supply, sewerage, waste & remediation activities",230000
Mar-97,Construction,1789000
Jun-97,Construction,1788000
Sep-97,Construction,1839000
Dec-97,Construction,1903000
Mar-98,Construction,1881000
Jun-98,Construction,1862000
Sep-98,Construction,1892000
Dec-98,Construction,1924000
Mar-99,Construction,1880000
Jun-99,Construction,1903000
Sep-99,Construction,1925000
Dec-99,Construction,1917000
Mar-00,Construction,1905000
Jun-00,Construction,1954000
Sep-00,Construction,1945000
Dec-00,Construction,1940000
Mar-01,Construction,1934000
Jun-01,Construction,1970000
Sep-01,Construction,2003000
Dec-01,Construction,2026000
Mar-02,Construction,2001000
Jun-02,Construction,1994000
Sep-02,Construction,2017000
Dec-02,Construction,2024000
Mar-03,Construction,2028000
Jun-03,Construction,2053000
Sep-03,Construction,2094000
Dec-03,Construction,2098000
Mar-04,Construction,2109000
Jun-04,Construction,2117000
Sep-04,Construction,2132000
Dec-04,Construction,2187000
Mar-05,Construction,2216000
Jun-05,Construction,2193000
Sep-05,Construction,2241000
Dec-05,Construction,2244000
Mar-06,Construction,2254000
Jun-06,Construction,2264000
Sep-06,Construction,2286000
Dec-06,Construction,2344000
Mar-07,Construction,2316000
Jun-07,Construction,2321000
Sep-07,Construction,2356000
Dec-07,Construction,2331000
Mar-08,Construction,2304000
Jun-08,Construction,2296000
Sep-08,Construction,2378000
Dec-08,Construction,2334000
Mar-09,Construction,2321000
Jun-09,Construction,2243000
Sep-09,Construction,2185000
Dec-09,Construction,2158000
Mar-10,Construction,2066000
Jun-10,Construction,2107000
Sep-10,Construction,2085000
Dec-10,Construction,2054000
Mar-11,Construction,2062000
Jun-11,Construction,2062000
Sep-11,Construction,2087000
Dec-11,Construction,2094000
Mar-12,Construction,2091000
Jun-12,Construction,2073000
Sep-12,Construction,2069000
Dec-12,Construction,2052000
Mar-13,Construction,2050000
Jun-13,Construction,2045000
Sep-13,Construction,2072000
Dec-13,Construction,2112000
Mar-14,Construction,2122000
Jun-14,Construction,2126000
Sep-14,Construction,2134000
Dec-14,Construction,2152000
Mar-15,Construction,2143000
Jun-15,Construction,2121000
Sep-15,Construction,2182000
Dec-15,Construction,2182000
Mar-16,Construction,2231000
Jun-16,Construction,2239000
Sep-16,Construction,2206000
Dec-16,Construction,2249000
Mar-17,Construction,2329000
Jun-17,Construction,2322000
Sep-17,Construction,2349000
Dec-17,Construction,2330000
Mar-18,Construction,2317000
Jun-18,Construction,2310000
Sep-18,Construction,2321000
Dec-18,Construction,2351000
Mar-19,Construction,2366000
Jun-19,Construction,2338000
Sep-19,Construction,2310000
Dec-19,Construction,2329000
Mar-20,Construction,2294000
Jun-20,Construction,2278000
Sep-20,Construction,2149000
Dec-20,Construction,2144000
Mar-21,Construction,2162000
Jun-21,Construction,2230000
Sep-21,Construction,2218000
Dec-21,Construction,2227000
Mar-97,Wholesale & retail trade; repair of motor vehicles and motorcycles,4757000
Jun-97,Wholesale & retail trade; repair of motor vehicles and motorcycles,4815000
Sep-97,Wholesale & retail trade; repair of motor vehicles and motorcycles,4850000
Dec-97,Wholesale & retail trade; repair of motor vehicles and motorcycles,4950000
Mar-98,Wholesale & retail trade; repair of motor vehicles and motorcycles,4838000
Jun-98,Wholesale & retail trade; repair of motor vehicles and motorcycles,4840000
Sep-98,Wholesale & retail trade; repair of motor vehicles and motorcycles,4896000
Dec-98,Wholesale & retail trade; repair of motor vehicles and motorcycles,4980000
Mar-99,Wholesale & retail trade; repair of motor vehicles and motorcycles,4838000
Jun-99,Wholesale & retail trade; repair of motor vehicles and motorcycles,4836000
Sep-99,Wholesale & retail trade; repair of motor vehicles and motorcycles,4866000
Dec-99,Wholesale & retail trade; repair of motor vehicles and motorcycles,4987000
Mar-00,Wholesale & retail trade; repair of motor vehicles and motorcycles,4842000
Jun-00,Wholesale & retail trade; repair of motor vehicles and motorcycles,4848000
Sep-00,Wholesale & retail trade; repair of motor vehicles and motorcycles,4897000
Dec-00,Wholesale & retail trade; repair of motor vehicles and motorcycles,5052000
Mar-01,Wholesale & retail trade; repair of motor vehicles and motorcycles,4953000
Jun-01,Wholesale & retail trade; repair of motor vehicles and motorcycles,4944000
Sep-01,Wholesale & retail trade; repair of motor vehicles and motorcycles,4945000
Dec-01,Wholesale & retail trade; repair of motor vehicles and motorcycles,5095000
Mar-02,Wholesale & retail trade; repair of motor vehicles and motorcycles,4961000
